year	arrest_number	arrest_charge_description	arrest_location	arrest_report_date	arresting_officer	arrestee_race	arrestee_gender	arrestee_residence_city	arrestee_age
2009	SS‐01127‐09	DISORDERLY CONDUCT	HENRY ST	2009-10-18	MULLAN	BLACK/AFRICAN AMERICAN	M	NEW YORK	19
2009	SS‐01125‐09	AGGRAVATED DRIVING WHILE INTOXICATED	ROUTE 29 W	2009-10-18	RIGANO	WHITE	F	SARATOGA SPRINGS	46
2009	SS‐01124‐09	BURNING OF REFUSE	UNION ST	2009-10-17	RESIDE	BLACK/AFRICAN AMERICAN	F	SARATOGA SPRINGS	57
2009	SS‐01123‐09	BURNING OF REFUSE	UNION ST	2009-10-17	RESIDE	BLACK/AFRICAN AMERICAN	M	SARATOGA SPGS	52
2009	SS‐01122‐09	FAIL TO KEEP RIGHT	MAPLE AVE	2009-10-17	CAREY	WHITE	M	SARATOGA SPRINGS	34
2009	SS‐01122‐09	DRIVING WHILE INTOXICATED	MAPLE AVE	2009-10-17	CAREY	WHITE	M	SARATOGA SPRINGS	34
2009	SS‐01122‐09	BAC MORE .08	MAPLE AVE	2009-10-17	CAREY	WHITE	M	SARATOGA SPRINGS	34
2009	SS‐01122‐09	AGGR. UNLICENSED OPER 1ST DEGREE/UNDER INFLUENCE	MAPLE AVE	2009-10-17	CAREY	WHITE	M	SARATOGA SPRINGS	34
2009	SS‐01121‐09	AGGRAVATED UNLICENSED OPERATION THIRD DEGREE	CAROLINE ST	2009-10-17	BRISCOE	WHITE	M	GANSEVOORT	43
2009	SS‐01121‐09	CRIMINAL POSSESSION OF A WEAPON THIRD DEGREE	CAROLINE ST	2009-10-17	BRISCOE	WHITE	M	GANSEVOORT	43
2009	SS‐01121‐09	DRIVING WHILE INTOXICATED	CAROLINE ST	2009-10-17	BRISCOE	WHITE	M	GANSEVOORT	43
2009	SS‐01118‐09	ISSUING A BAD CHECK/UTTERS CHECK KNOWING NO FUNDS	CAROLINE ST	2009-10-16	COTTER	WHITE	M	SARATOGA SPRINGS	39
2009	SS‐01119‐09	PETIT LARCENY	WEIBEL AVE	2009-10-16	MULLAN	WHITE	F	CAMBRIDGE	16
2009	SS‐01120‐09	AGGRAVATED DRIVING WHILE INTOXICATED	BROADWAY	2009-10-16	MULLAN	WHITE	M	GREENFIELD CTR	53
2009	SS‐01120‐09	BAC MORE .08	BROADWAY	2009-10-16	MULLAN	WHITE	M	GREENFIELD CTR	53
2009	SS‐01120‐09	DRIVING WHILE INTOXICATED	BROADWAY	2009-10-16	MULLAN	WHITE	M	GREENFIELD CTR	53
2009	SS‐01120‐09	FOLLOWING MOTOR VEHICLE TOO CLOSELY	BROADWAY	2009-10-16	MULLAN	WHITE	M	GREENFIELD CTR	53
2009	SS‐01117‐09	CRIMINAL MISCHIEF IN THE THIRD DEGREE	BROADWAY	2009-10-15	MULLAN	WHITE	M	SARATOGA SPRINGS	47
2009	SS‐01111‐09	CRIMINAL POSSESSION STOLEN PROPERTY FIFTH DEGREE	CHURCH ST	2009-10-15	MOORE	BLACK/AFRICAN AMERICAN	M	SARATOGA SPRINGS	33
2009	SS‐01111‐09	BURGLARY SECOND DEGREE/BUILDING IS A DWELLING	CHURCH ST	2009-10-15	MOORE	BLACK/AFRICAN AMERICAN	M	SARATOGA SPRINGS	33
2009	SS‐01109‐09	BURGLARY SECOND DEGREE/BUILDING IS A DWELLING	CHURCH ST	2009-10-15	MOORE	BLACK/AFRICAN AMERICAN	F	MIDDLE GROVE	22
2009	SS‐01108‐09	CRIMINAL SALE OF A CONTROLLED SUBSTANCE 3RD DEGREE	WALWORTH ST	2009-10-15	NOLAN	BLACK/AFRICAN AMERICAN	M	GANSEVOORT	24
2009	SS‐01108‐09	CRIMINAL POSSESSION OF A CONTROLLED SUBSTANCE 3RD	WALWORTH ST	2009-10-15	NOLAN	BLACK/AFRICAN AMERICAN	M	GANSEVOORT	24
2009	SS‐01107‐09	PETIT LARCENY	BROADWAY	2009-10-15	CADORET	ASIAN	M	GANSVOORT	21
2009	SS‐01110‐09	HARASSMENT SECOND DEGREE ‐ PHYSICAL CONTACT	CAROLINE ST	2009-10-15	MOORE	WHITE	F	SARATOGA SPRINGS	23
2009	SS‐01110‐09	HARASSMENT SECOND DEGREE ‐ PHYSICAL CONTACT	CAROLINE STREET	2009-10-15	MOORE	WHITE	F	SARATOGA SPRINGS	23
2009	SS‐01113‐09	CRIMINAL POSSESSION OF A CONTROLLED SUBSTANCE 3RD	CHURCH ST	2009-10-15	GUZEK	WHITE	M	GREENFIELD CTR	24
2009	SS‐01114‐09	TRESPASS	WAMPUM DR	2009-10-15	EVERTSEN	WHITE	F	SARATOGA SPRINGS	40
2009	SS‐01116‐09	ENDANGERING THE WELFARE OF A CHILD	EAST BROADWAY	2009-10-15	JOHNSON	WHITE	M	ROTTERDAM	20
2009	SS‐01115‐09	FALSE PERSONATION	BROADWAY	2009-10-15	COTTER	WHITE	M	SARATOGA SPRINGS	60
2009	SS‐01115‐09	DISORDERLY CONDUCT	BROADWAY	2009-10-15	COTTER	WHITE	M	SARATOGA SPRINGS	60
2009	SS‐01113‐09	CRIMINAL SALE OF A CONTROLLED SUBSTANCE 3RD DEGREE	PARK ST	2009-10-15	GUZEK	WHITE	M	GREENFIELD CTR	24
2009	SS‐01113‐09	CRIMINAL SALE OF A CONTROLLED SUBSTANCE 3RD DEGREE	CLINTON ST	2009-10-15	GUZEK	WHITE	M	GREENFIELD CTR	24
2009	SS‐01113‐09	CRIMINAL SALE OF A CONTROLLED SUBSTANCE 3RD DEGREE	CHURCH ST	2009-10-15	GUZEK	WHITE	M	GREENFIELD CTR	24
2009	SS‐01113‐09	CRIMINAL POSSESSION OF A CONTROLLED SUBSTANCE 3RD	PARK ST	2009-10-15	GUZEK	WHITE	M	GREENFIELD CTR	24
2009	SS‐01113‐09	CRIMINAL POSSESSION OF A CONTROLLED SUBSTANCE 3RD	CLINTON ST	2009-10-15	GUZEK	WHITE	M	GREENFIELD CTR	24
2009	SS‐01110‐09	OBSTRUCTING GOVERNMENTAL ADMINISTRATION SECOND	CAROLINE STREET	2009-10-15	MOORE	WHITE	F	SARATOGA SPRINGS	23
2009	SS‐01112‐09	AGGRAVATED HARASSMENT IN THE SECOND DEGREEE SECOND	WAMPUM DRIVE	2009-10-15	EVERTSEN	WHITE	F	SARATOGA SPRINGS	40
2009	SS‐01099‐09	UNLAWFUL POSSESSION OF MARIHUANA	PUTNAM ST	2009-10-13	KRYLOWICZ	WHITE	M	BALLSTON SPA	21
2009	SS‐01100‐09	POSSESS ALCOHOL UNDER 21 YOA	PUTNAM STREET LOWER GARAGE	2009-10-13	KRYLOWICZ	WHITE	F	BALLSTON SPA	19
2009	SS‐01104‐09	PETIT LARCENY	BROADWAY	2009-10-13		WHITE	F	GANSEVOORT	19
2009	XX‐00259‐09	HARASSMENT SECOND DEGREE ‐ PHYSICAL CONTACT	CAROLINE ST	2009-10-13	MOORE	UNKNOWN			0
2009	XX‐00258‐09	HARASSMENT SECOND DEGREE ‐ PHYSICAL CONTACT	CAROLINE ST	2009-10-13		UNKNOWN	M		0
2009	SS‐01105‐09	PETIT LARCENY	RAILROAD PL	2009-10-13	BENWARE	MEXICAN / HISPANIC	M	SARATOGA SPRINGS	20
2009	SS‐01103‐09	CRIMINAL TRESPASS THIRD DEGREE//SCHOOL BUILDING	BLUE STREAKS WAY	2009-10-13	BRISCOE	BLACK/AFRICAN AMERICAN	M	SARATOGA SPRINGS	18
2009	SS‐01103‐09	DISORDERLY CONDUCT	BLUE STREAKS WAY	2009-10-13	BRISCOE	BLACK/AFRICAN AMERICAN	M	SARATOGA SPRINGS	18
2009	SS‐01103‐09	HARASSMENT SECOND DEGREE ‐ PHYSICAL CONTACT	BLUE STREAKS WAY	2009-10-13	BRISCOE	BLACK/AFRICAN AMERICAN	M	SARATOGA SPRINGS	18
2009	SS‐01106‐09	RECKLESS ENDANGERMENT IN THE SECOND DEGREE	VAN DORN ST	2009-10-13	KRYLOWICZ	BLACK/AFRICAN AMERICAN	M	SARATOGA SPRINGS	23
2009	SS‐01102‐09	AGGRAVATED HARASSMENT IN THE SECOND DEGREE	GRAND AVE	2009-10-13	LANZARA	WHITE	M	BALLSTON SPA	40
2009	SS‐01101‐09	TRESPASS	CONGRESS ST	2009-10-13	ARPEI	WHITE	M	CLIFTON PARK	58
2009	SS‐01097‐09	DISORDERLY CONDUCT	LONG ALLEY	2009-10-12	EVERTSEN	WHITE	F	GREENWICH	20
2009	SS‐01097‐09	ATT ASSAULT IN THE 3RD DEGREE//INTENT PHYSICAL INJ	LONG ALLEY	2009-10-12	EVERTSEN	WHITE	F	GREENWICH	20
2009	SS‐01098‐09	DISORDERLY CONDUCT	PHILA ST	2009-10-12	RIGANO	WHITE	F	SARATOGA SPRINGS	42
2009	SS‐01095‐09	FAILED TO SIGNAL A TURN	PUTNAM ST AT SPRINGS ST	2009-10-11	CAREY	WHITE	F	NEW YORK	21
2009	SS‐01095‐09	FAIL TO KEEP RIGHT	CONGRESS ST	2009-10-11	CAREY	WHITE	F	NEW YORK	21
2009	SS‐01095‐09	DRIVING WITH BAC MORE THAN .08	PUTNAM ST	2009-10-11	CAREY	WHITE	F	NEW YORK	21
2009	SS‐01095‐09	DRIVING WHILE INTOXICATED	PUTNAM ST	2009-10-11	CAREY	WHITE	F	NEW YORK	21
2009	SS‐01094‐09	ASSAULT IN THE THIRD DEGREE//INTENT PHYSICAL INJ	CAROLINE ST	2009-10-11	COTTER	WHITE	M	SARATOGA SPRINGS	26
2009	SS‐01093‐09	ASSAULT IN THE THIRD DEGREE//INTENT PHYSICAL INJ	CAROLINE ST	2009-10-11	COTTER	WHITE	M	CLIFTON PARK	32
2009	SS‐01092‐09	PETIT LARCENY	NELSON AVE	2009-10-11	KRYLOWICZ	WHITE	M	SCHENECTADY	42
2009	SS‐01096‐09	REFUSE PRE SCREEN TEST	WEST AVE	2009-10-11	RESIDE	WHITE	M	SARATOGA SPRINGS	24
2009	SS‐01096‐09	FAIL TO KEEP RIGHT	WEST AVE	2009-10-11	RESIDE	WHITE	M	SARATOGA SPRINGS	24
2009	SS‐01096‐09	DRIVING WHILE INTOXICATED	WEST AVE	2009-10-11	RESIDE	WHITE	M	SARATOGA SPRINGS	24
2009	SS‐01095‐09	REFUSE PRE SCREEN TEST	EAST BEEKMAN ST	2009-10-11	CAREY	WHITE	F	NEW YORK	21
2009	SS‐01091‐09	DRIVING WITH BAC MORE THAN .08	PUTNAM ST	2009-10-10	CAREY	WHITE	M	CLIFTON PARK	29
2009	SS‐01091‐09	FAILED TO SIGNAL A TURN	PUTNAM ST AT SPRING ST	2009-10-10	CAREY	WHITE	M	CLIFTON PARK	29
2009	SS‐01091‐09	DRIVING WHILE INTOXICATED	PUTNAM ST	2009-10-10	CAREY	WHITE	M	CLIFTON PARK	29
2009	SS‐01089‐09	ASSAULT IN THE THIRD DEGREE//RECKLESSLY	SOUTH FRANKLIN STREET	2009-10-09	FADEN	WHITE	F	SARATOGA SPRINGS	48
2009	SS‐01090‐09	ASSAULT IN THE THIRD DEGREE//RECKLESSLY	BLUE STREAKS WAY	2009-10-09	RICHARDS	WHITE	M	QUEENSBURY	17
2009	SS‐01088‐09	DISORDERLY CONDUCT	CAROLINE ST	2009-10-09	DAVIS	WHITE	M	SCHUYLERVILLE	22
2009	SS‐01085‐09	ASSAULT IN THE THIRD DEGREE//INTENT PHYSICAL INJ	CAROLINE ST	2009-10-08	NOEKER	WHITE	M	GLOVERSVILLE	29
2009	SS‐01084‐09	AGGRAVATED HARASSMENT IN THE SECOND DEGREEE SECOND	ELM ST	2009-10-08	BENWARE	WHITE	M	SARATOGA SPRINGS	46
2009	SS‐01086‐09	AGGRAVATED HARASSMENT IN THE SECOND DEGREEE SECOND	WOODBRIDGE CT	2009-10-08	BENWARE	WHITE	M	TROY	45
2009	SS‐01087‐09	CRIMINAL CONTEMPT SECOND DEGREE/DISOBEDIENCE	SOUTH FRANKLIN ST	2009-10-08	BARRETT	WHITE	M	SARATOGA SPRINGS	26
2009	SS‐01083‐09	TRESPASS	CONGRESS ST	2009-10-06	DAVIS	WHITE	M	CLIFTON PARK	58
2009	SS‐01082‐09	HARASSMENT SECOND DEGREE ‐ PHYSICAL CONTACT	GEYSER RD	2009-10-05	BAKER	UNKNOWN		SARATOGA SPRINGS	NULL
2009	SS‐01082‐09	HARASSMENT SECOND DEGREE ‐ PHYSICAL CONTACT	GEYSER RD	2009-10-05	BAKER	WHITE	M	SARATOGA SPRINGS	59
2009	SS‐01073‐09	UNREASONABLE SPEED	VAN DAM ST	2009-10-04	VEITCH	WHITE	F	EDEN	19
2009	SS‐01074‐09	TRESPASS	BALLSTON AVE	2009-10-04	BENGTSON	WHITE	M	SARATOGA SPRINGS	46
2009	SS‐01076‐09	OPEN CONTAINER	BALLSTON AVE	2009-10-04	MULLAN	WHITE	M	SARATOGA SPRINGS	48
2009	SS‐01076‐09	TRESPASS	BALLSTON AVE	2009-10-04	MULLAN	WHITE	M	SARATOGA SPRINGS	48
2009	SS‐01077‐09	OPEN CONTAINER	BALLSTON AVE	2009-10-04	MULLAN	WHITE	M	SARATOGA SPRINGS	44
2009	SS‐01075‐09	OPEN CONTAINER	BALLSTON AVE	2009-10-04	BENGTSON	BLACK/AFRICAN AMERICAN	M	HADLEY	51
2009	SS‐01077‐09	TRESPASS	BALLSTON AVE	2009-10-04	MULLAN	WHITE	M	SARATOGA SPRINGS	44
2009	SS‐01078‐09	OPEN CONTAINER	BALLSTON AVE	2009-10-04	MULLAN	WHITE	M	SARATOGA SPRINGS	37
2009	SS‐01078‐09	TRESPASS	BALLSTON AVE	2009-10-04	MULLAN	WHITE	M	SARATOGA SPRINGS	37
2009	SS‐01079‐09	DISORDERLY CONDUCT	BALLSTON AVE	2009-10-04	MULLAN	WHITE	F	SARATOGA SPRINGS	46
2009	SS‐01079‐09	TRESPASS	BALLSTON AVE	2009-10-04	MULLAN	WHITE	F	SARATOGA SPRINGS	46
2009	SS‐01080‐09	OPEN CONTAINER	BALLSTON AVE	2009-10-04	COTTER	WHITE	F	SARATOGA SPRINGS	44
2009	SS‐01080‐09	TRESPASS	BALLSTON AVE	2009-10-04	COTTER	WHITE	F	SARATOGA SPRINGS	44
2009	SS‐01081‐09	HARASSMENT SECOND DEGREE ‐ PHYSICAL CONTACT	W HARRISON ST	2009-10-04	WILSON	WHITE	M	SARATOGA SPRINGS	57
2009	SS‐01081‐09	RESISTING ARREST	W HARRISON ST	2009-10-04	WILSON	WHITE	M	SARATOGA SPRINGS	57
2009	SS‐01072‐09	AGGRAVATED DRIVING WHILE INTOXICATED	CIRCULAR ST	2009-10-04	CAREY	UNKNOWN	F	SARATOGA SPRINGS	29
2009	SS‐01072‐09	DRIVING WHILE INTOXICATED	CIRCULAR ST	2009-10-04	CAREY	UNKNOWN	F	SARATOGA SPRINGS	29
2009	SS‐01075‐09	TRESPASS	BALLSTON AVE	2009-10-04	BENGTSON	BLACK/AFRICAN AMERICAN	M	HADLEY	51
2009	SS‐01072‐09	DRIVING WITH BAC MORE THAN .08	CIRCULAR ST	2009-10-04	CAREY	UNKNOWN	F	SARATOGA SPRINGS	29
2009	SS‐01072‐09	FAIL TO KEEP RIGHT	CIRCULAR ST	2009-10-04	CAREY	UNKNOWN	F	SARATOGA SPRINGS	29
2009	SS‐01073‐09	ABILITY TO OPERATE A MOTOR VEHICLE IMPAIRED	VAN DAM ST	2009-10-04	VEITCH	WHITE	F	EDEN	19
2009	SS‐01074‐09	OPEN CONTAINER	BALLSTON AVE	2009-10-04	BENGTSON	WHITE	M	SARATOGA SPRINGS	46
2009	SS‐01071‐09	FORGERY IN THE SECOND DEGREE/DEED,CREDIT CARD		2009-10-03	GUZEK	WHITE	F	GANSEVOORT	20
2009	SS‐01070‐09	FAILED TO SIGNAL A TURN	W CIRCULAR ST	2009-10-03	CAREY	WHITE	M	SARATOGA SPRINGS	28
2009	SS‐01070‐09	DRIVING WITH BAC MORE THAN .08	W CIRCULAR ST	2009-10-03	CAREY	WHITE	M	SARATOGA SPRINGS	28
2009	SS‐01070‐09	DRIVING WHILE INTOXICATED	W CIRCULAR ST	2009-10-03	CAREY	WHITE	M	SARATOGA SPRINGS	28
2009	SS‐01071‐09	GRAND LARCENY FOURTH DEGREE/EXCEEDS $1,000.00	NAVY FEDERAL CREDIT UNION	2009-10-03	GUZEK	WHITE	F	GANSEVOORT	20
2009	SS‐01071‐09	FORGERY IN THE SECOND DEGREE/DEED,CREDIT CARD	JFK DRIVE	2009-10-03	GUZEK	WHITE	F	GANSEVOORT	20
2009	SS‐01069‐09	FAILED TO SIGNAL A TURN	LAKE AVE	2009-10-02	CAREY	WHITE	M	HAWLEY	47
2009	SS‐01069‐09	DRIVING WHILE INTOXICATED	LAKE AVE	2009-10-02	CAREY	WHITE	M	HAWLEY	47
2009	SS‐01069‐09	DRIVING WITH BAC MORE THAN .08	LAKE AVE	2009-10-02	CAREY	WHITE	M	HAWLEY	47
2009	SS‐01069‐09	AGGRAVATED DRIVING WHILE INTOXICATED	LAKE AVE	2009-10-02	CAREY	WHITE	M	HAWLEY	47
2009	SS‐01068‐09	STALKING IN THE FOURTH DEGREE	PARK LN	2009-10-02	LANZARA	WHITE	F	MENANDS	52
2009	SS‐01067‐09	REGISTRATION PLATE DISPLAY VIOLATION	SPRING ST	2009-10-02	MULLAN	WHITE	M	SALEM	26
2009	SS‐01067‐09	DRIVING WITH BAC MORE THAN .08	SPRING ST	2009-10-02	MULLAN	WHITE	M	SALEM	26
2009	SS‐01067‐09	DRIVING WHILE INTOXICATED	SPRING ST	2009-10-02	MULLAN	WHITE	M	SALEM	26
2009	SS‐01062‐09	DRIVING WITH BAC MORE THAN .08	MAPLE AVE	2009-10-01	MULLAN	WHITE	F	SOUTH GLENS FALLS	28
2009	SS‐01062‐09	U‐TURN ON CRIVE OR GRADE ROAD	MAPLE AVE	2009-10-01	MULLAN	WHITE	F	SOUTH GLENS FALLS	28
2009	SS‐01064‐09	ASSAULT IN THE THIRD DEGREE//INTENT PHYSICAL INJ	UNION ST	2009-10-01	KRYLOWICZ	WHITE	M	MECHANICVILLE	51
2009	SS‐01065‐09	CRIMINAL POSSESSION OF A CONTROLLED SUBSTANCE 3RD	TRIEBLE AVE	2009-10-01	SICKO	WHITE	M	SARATOGA SPRINGS	26
2009	SS‐01065‐09	CRIMINAL POSSESSION OF A CONTROLLED SUBSTANCE 7TH	TRIEBLE AVE	2009-10-01	SICKO	WHITE	M	SARATOGA SPRINGS	26
2009	SS‐01065‐09	CRIMINAL SALE OF A CONTROLLED SUBSTANCE 3RD DEGREE	TRIEBLE AVE	2009-10-01	SICKO	WHITE	M	SARATOGA SPRINGS	26
2009	SS‐01063‐09	CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE 5TH	CAROLINE ST	2009-10-01	BRAIM	BLACK/AFRICAN AMERICAN	M	ALBANY	28
2009	SS‐01062‐09	AGGRAVATED UNLICENSED OPERATION THIRD DEGREE	MAPLE AVE	2009-10-01	MULLAN	WHITE	F	SOUTH GLENS FALLS	28
2009	SS‐01062‐09	DRIVING WHILE INTOXICATED	MAPLE AVE	2009-10-01	MULLAN	WHITE	F	SOUTH GLENS FALLS	28
2009	XX‐00247‐09	THEFT OF SERVICES/REFUSAL PAY FOR SERVICE	BROADWAY	2009-09-29		WHITE	F	WATERVLIET	NULL
2009	SS‐01060‐09	CRIMINAL CONTEMPT SECOND DEGREE/DISOBEDIENCE	BALLSTON AVE	2009-09-29	COTTER	WHITE	F	GALWAY	41
2009	SS‐01057‐09	STALKING IN THE FOURTH DEGREE	LEONARDS ROAD	2009-09-29	LEWIS	WHITE	F	SARATOGA SPRINGS	45
2009	SS‐01061‐09	ATTEMPTED ASSAULT IN THE SECOND DEGREE	BALLSTON AVE	2009-09-29	MULLAN	WHITE	M	GALWAY	43
2009	SS‐01059‐09	CRIMINAL SALE OF A CONTROLLED SUBSTANCE 2ND DEGREE	MEADOW LANE	2009-09-29	FISCHER	BLACK/AFRICAN AMERICAN	M	BALLSTON SPA	24
2009	SS‐01059‐09	CRIMINAL SALE OF A CONTROLLED SUBSTANCE 2ND DEGREE	MEADOW LN	2009-09-29	FISCHER	BLACK/AFRICAN AMERICAN	M	BALLSTON SPA	24
2009	SS‐01059‐09	CRIMINAL POSSESSION OF A CONTROLLED SUBSTANCE 3RD	LAKE AVE	2009-09-29	FISCHER	BLACK/AFRICAN AMERICAN	M	BALLSTON SPA	24
2009	SS‐01061‐09	CRIMINAL POSSESSION OF A WEAPON THIRD DEGREE	BALLSTON AVE	2009-09-29	MULLAN	WHITE	M	GALWAY	43
2009	SS‐01056‐09	SPEEDING ‐ POSTED ZONE	ROUTE 9	2009-09-28	RIGANO	WHITE	M	DELMAR	42
2009	SS‐01056‐09	FAIL TO KEEP RIGHT	ROUTE 9	2009-09-28	RIGANO	WHITE	M	DELMAR	42
2009	SS‐01056‐09	DRIVING WHILE INTOXICATED‐FELONY	ROUTE 9	2009-09-28	RIGANO	WHITE	M	DELMAR	42
2009	SS‐01054‐09	PETIT LARCENY	NORTH BROADWAY	2009-09-27	RICHARDS	WHITE	M	CHARLOTTESVILLE	21
2009	SS‐01055‐09	BAC MORE .08		2009-09-27	LEWIS	WHITE	M	SARATOGA SPRINGS	30
2009	SS‐01055‐09	DRIVING WHILE INTOXICATED	BROADWAY	2009-09-27	LEWIS	WHITE	M	SARATOGA SPRINGS	30
2009	SS‐01055‐09	FOLLOWING MOTOR VEHICLE TOO CLOSELY	BROADWAY	2009-09-27	LEWIS	WHITE	M	SARATOGA SPRINGS	30
2009	SS‐01055‐09	LEAVING THE SCENE OF AN AUTO ACCIDENT (PROPERTY)	BROADWAY	2009-09-27	LEWIS	WHITE	M	SARATOGA SPRINGS	30
2009	SS‐01055‐09	AGGRAVATED DRIVING WHILE INTOXICATED	BROADWAY	2009-09-27	LEWIS	WHITE	M	SARATOGA SPRINGS	30
2009	SS‐01052‐09	PETIT LARCENY	NORTH BROADWAY	2009-09-27	RICHARDS	WHITE	M	PARADISE VALLEY	18
2009	SS‐01052‐09	CRIMINAL MISCHIEF IN THE THIRD DEGREE	NORTH BROADWAY	2009-09-27	RICHARDS	WHITE	M	PARADISE VALLEY	18
2009	SS‐01051‐09	REFUSE PRE SCREEN TEST	CHURCH ST	2009-09-27	CAREY	WHITE	F	CLIFTON PARK	19
2009	SS‐01051‐09	FAILED TO SIGNAL A TURN	CHURCH ST	2009-09-27	CAREY	WHITE	F	CLIFTON PARK	19
2009	SS‐01051‐09	FAIL TO KEEP RIGHT	CHURCH ST	2009-09-27	CAREY	WHITE	F	CLIFTON PARK	19
2009	SS‐01051‐09	DRIVING WHILE INTOXICATED	CHURCH ST	2009-09-27	CAREY	WHITE	F	CLIFTON PARK	19
2009	SS‐01053‐09	CRIMINAL MISCHIEF IN THE THIRD DEGREE	NORTH BROADWAY	2009-09-27	RICHARDS	WHITE	M	PENN VALLEY	18
2009	SS‐01053‐09	PETIT LARCENY	NORTH BROADWAY	2009-09-27	RICHARDS	WHITE	M	PENN VALLEY	18
2009	SS‐01054‐09	CRIMINAL MISCHIEF IN THE THIRD DEGREE	NORTH BROADWAY	2009-09-27	RICHARDS	WHITE	M	CHARLOTTESVILLE	21
2009	SS‐01048‐09	UNLAWFUL POSSESSION OF MARIHUANA	WEST AVE	2009-09-26	MULLAN	WHITE	M	SARATOGA SPRINGS	21
2009	SS‐01048‐09	OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY	WEST AVE	2009-09-26	MULLAN	WHITE	M	SARATOGA SPRINGS	21
2009	SS‐01048‐09	EQUIPMENT TINTED WINDOWS	WEST AVE	2009-09-26	MULLAN	WHITE	M	SARATOGA SPRINGS	21
2009	SS‐01048‐09	DRIVING WHILE INTOXICATED	WEST AVE	2009-09-26	MULLAN	WHITE	M	SARATOGA SPRINGS	21
2009	SS‐01048‐09	ABILITY IMPAIRED BY DRUGS AND ALCOHOL	WEST AVE	2009-09-26	MULLAN	WHITE	M	SARATOGA SPRINGS	21
2009	SS‐01048‐09	AGGR. UNLICENSED OPER 1ST DEGREE/UNDER INFLUENCE	WEST AVE	2009-09-26	MULLAN	WHITE	M	SARATOGA SPRINGS	21
2009	SS‐01049‐09	DRIVING WITH BAC MORE THAN .08	UNION AVE	2009-09-26	CAREY	WHITE	M	STILLWATER	21
2009	SS‐01049‐09	FAIL TO KEEP RIGHT	UNION AVE	2009-09-26	CAREY	WHITE	M	STILLWATER	21
2009	SS‐01049‐09	REFUSE PRE SCREEN TEST	UNION AVE	2009-09-26	CAREY	WHITE	M	STILLWATER	21
2009	SS‐01050‐09	ATT ASSAULT IN THE 3RD DEGREE//INTENT PHYSICAL INJ	VANDERBILT TER	2009-09-26	WILSON	WHITE	M	SARATOGA SPRINGS	42
2009	SS‐01049‐09	DRIVING WHILE INTOXICATED	UNION AVE	2009-09-26	CAREY	WHITE	M	STILLWATER	21
2009	SS‐01048‐09	CONSUMPTION OF ALCOHOLIC BEVERAGES	WEST AVE	2009-09-26	MULLAN	WHITE	M	SARATOGA SPRINGS	21
2009	SS‐01046‐09	RESISTING ARREST	GEYSER RD	2009-09-26	DAVIS	WHITE	F	SARATOGA SPRINGS	40
2009	SS‐01046‐09	AGGRAVATED UNLICENSED OPERATION THIRD DEGREE	GEYSER RD	2009-09-26	DAVIS	WHITE	F	SARATOGA SPRINGS	40
2009	SS‐01038‐09	DRIVING WHILE INTOXICATED	ROUTE 50 S	2009-09-25	MULLAN	WHITE	M	BALLSTON SPA	31
2009	SS‐01045‐09	UNAUTHORIZED USE OF A VEHICLE THIRD/NO CONSENT	PUTNAM STREET	2009-09-25	RICHARDS	WHITE	M	MECHANICVILLE	33
2009	SS‐01040‐09	DISORDERLY CONDUCT	LONG ALLEY	2009-09-25	DAVIS	BLACK/AFRICAN AMERICAN	M	SARATOGA SPRINGS	29
2009	SS‐01039‐09	UNLAWFUL POSSESSION OF MARIHUANA	LAKE AVE	2009-09-25	DAVIS	UNKNOWN	M	WILTON	29
2009	SS‐01039‐09	DISORDERLY CONDUCT	LONG ALLEY	2009-09-25	DAVIS	UNKNOWN	M	WILTON	29
2009	SS‐01044‐09	TRESPASS	BALLSTON AVE	2009-09-25	COTTER	WHITE	M	SARATOGA SPRINGS	37
2009	SS‐01038‐09	DRIVING WITH BAC MORE THAN .08	ROUTE 50 S	2009-09-25	MULLAN	WHITE	M	BALLSTON SPA	31
2009	SS‐01038‐09	IMPROPER LANE USE	ROUTE 50 S	2009-09-25	MULLAN	WHITE	M	BALLSTON SPA	31
2009	SS‐01041‐09	TRESPASS	BALLSTON AVE	2009-09-25	COTTER	WHITE	F	SARATOGA SPRINGS	46
2009	SS‐01042‐09	TRESPASS	BALLSTON AVE	2009-09-25	COTTER	WHITE	M	SCHUYLERVILLE	39
2009	SS‐01043‐09	TRESPASS		2009-09-25	COTTER	WHITE	M	SARATOGA SPRINGS	48
2009	SS‐01036‐09	CRIMINAL CONTEMPT FIRST DEGREE	WEST AVE	2009-09-24		WHITE	M	SARATOGA SPRINGS	48
2009	SS‐01035‐09	PETIT LARCENY	BALLSTON AVE	2009-09-24	MOORE	WHITE	F	SARATOGA SPRINGS	41
2009	SS‐01035‐09	GRAND LARCENY FOURTH DEGREE/CREDIT CARD	JEFFERSON TERR	2009-09-24	MOORE	WHITE	F	SARATOGA SPRINGS	41
2009	SS‐01034‐09	DISORDERLY CONDUCT	CAROLINE ST	2009-09-24	CADORET	WHITE	M	SARATOGA SPRINGS	22
2009	SS‐01034‐09	CRIMINAL TAMPERING IN THE THIRD DEGREE	LAKE AVE	2009-09-24	CADORET	WHITE	M	SARATOGA SPRINGS	22
